Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Demand Forecast,Price,Discount,Weather Condition,Holiday/Promotion,Competitor Pricing,Seasonality,Year,Month,Day,DayOfWeek,WeekOfYear,IsWeekend,Lag_1,Lag_7,Lag_14,Lag_30,Rolling_Mean_7,Rolling_Mean_30
2023-10-05,S003,P0004,Toys,East,469,149,80,164.6,82.5,5,Cloudy,0,79.45,Winter,2023,10,5,3,40,0,68.0,170.0,170.0,105.0,98.14285714285714,128.8
2023-10-06,S003,P0004,Electronics,West,362,287,20,294.18,29.48,10,Rainy,0,28.17,Summer,2023,10,6,4,40,0,149.0,27.0,129.0,27.0,95.14285714285714,130.26666666666668
2023-10-07,S003,P0004,Clothing,South,386,59,33,70.19,36.66,15,Snowy,0,35.58,Spring,2023,10,7,5,40,1,287.0,256.0,442.0,286.0,132.28571428571428,138.93333333333334
2023-10-08,S003,P0004,Electronics,East,75,73,67,82.77,49.6,0,Cloudy,1,54.29,Winter,2023,10,8,6,40,1,59.0,55.0,303.0,130.0,104.14285714285714,131.36666666666667
2023-10-09,S003,P0004,Toys,North,428,91,151,100.77,40.69,0,Cloudy,0,39.83,Summer,2023,10,9,0,41,0,73.0,50.0,200.0,81.0,106.71428571428571,129.46666666666667
2023-10-10,S003,P0004,Groceries,North,171,36,115,40.04,93.78,20,Cloudy,1,91.04,Summer,2023,10,10,1,41,0,91.0,61.0,11.0,41.0,112.57142857142857,129.8
2023-10-11,S003,P0004,Groceries,East,197,115,188,111.79,41.42,10,Snowy,0,42.28,Summer,2023,10,11,2,41,0,36.0,68.0,105.0,31.0,109.0,129.63333333333333
2023-10-12,S003,P0004,Furniture,South,328,279,115,286.06,80.19,15,Sunny,1,78.25,Summer,2023,10,12,3,41,0,115.0,149.0,170.0,118.0,115.71428571428571,132.43333333333334
2023-10-13,S003,P0004,Toys,South,218,61,44,60.51,98.28,15,Rainy,0,103.24,Winter,2023,10,13,4,41,0,279.0,287.0,27.0,43.0,134.28571428571428,137.8
2023-10-14,S003,P0004,Toys,East,380,25,92,42.37,86.58,15,Sunny,0,89.19,Winter,2023,10,14,5,41,1,61.0,59.0,256.0,241.0,102.0,138.4
2023-10-15,S003,P0004,Groceries,East,124,53,158,66.21,57.48,0,Snowy,0,59.62,Summer,2023,10,15,6,41,1,25.0,73.0,55.0,3.0,97.14285714285714,131.2
2023-10-16,S003,P0004,Furniture,North,311,140,172,147.78,30.94,10,Cloudy,0,30.44,Summer,2023,10,16,0,42,0,53.0,91.0,50.0,80.0,94.28571428571429,132.86666666666667
2023-10-17,S003,P0004,Groceries,East,350,200,20,204.84,46.63,0,Rainy,1,43.59,Winter,2023,10,17,1,42,0,140.0,36.0,61.0,127.0,101.28571428571429,134.86666666666667
2023-10-18,S003,P0004,Electronics,South,94,18,151,18.21,13.78,20,Sunny,0,15.32,Spring,2023,10,18,2,42,0,200.0,115.0,68.0,6.0,124.71428571428571,137.3
2023-10-19,S003,P0004,Toys,South,450,382,168,396.02,91.36,0,Rainy,0,89.56,Autumn,2023,10,19,3,42,0,18.0,279.0,149.0,66.0,110.85714285714286,137.7
2023-10-20,S003,P0004,Furniture,North,216,83,150,85.45,86.03,10,Cloudy,1,83.07,Summer,2023,10,20,4,42,0,382.0,61.0,287.0,432.0,125.57142857142857,148.23333333333332
2023-10-21,S003,P0004,Groceries,North,144,2,127,5.74,17.9,0,Cloudy,1,17.15,Summer,2023,10,21,5,42,1,83.0,25.0,59.0,170.0,128.71428571428572,136.6
2023-10-22,S003,P0004,Groceries,West,82,80,169,99.33,22.68,5,Rainy,1,18.64,Summer,2023,10,22,6,42,1,2.0,53.0,73.0,129.0,125.42857142857143,131.0
2023-10-23,S003,P0004,Furniture,East,149,41,151,47.42,35.87,15,Cloudy,1,31.56,Winter,2023,10,23,0,43,0,80.0,140.0,91.0,442.0,129.28571428571428,129.36666666666667
2023-10-24,S003,P0004,Furniture,South,149,4,151,17.62,18.49,0,Snowy,0,21.21,Winter,2023,10,24,1,43,0,41.0,200.0,36.0,303.0,115.14285714285714,116.0
2023-10-25,S003,P0004,Electronics,North,386,302,122,306.62,77.56,10,Snowy,1,78.04,Winter,2023,10,25,2,43,0,4.0,18.0,115.0,200.0,87.14285714285714,106.03333333333333
2023-10-26,S003,P0004,Electronics,South,493,196,78,197.74,74.32,0,Snowy,0,69.76,Spring,2023,10,26,3,43,0,302.0,382.0,279.0,11.0,127.71428571428571,109.43333333333334
2023-10-27,S003,P0004,Electronics,West,200,113,200,110.26,56.69,20,Rainy,0,52.52,Autumn,2023,10,27,4,43,0,196.0,83.0,61.0,105.0,101.14285714285714,115.6
2023-10-28,S003,P0004,Toys,North,84,13,73,13.45,72.08,15,Cloudy,0,72.47,Spring,2023,10,28,5,43,1,113.0,2.0,25.0,170.0,105.42857142857143,115.86666666666666
2023-10-29,S003,P0004,Electronics,North,492,153,125,168.81,12.25,5,Sunny,0,14.26,Summer,2023,10,29,6,43,1,13.0,80.0,53.0,27.0,107.0,110.63333333333334
2023-10-30,S003,P0004,Clothing,West,397,329,183,329.54,18.83,5,Cloudy,1,16.25,Spring,2023,10,30,0,44,0,153.0,41.0,140.0,256.0,117.42857142857143,114.83333333333333
2023-10-31,S003,P0004,Furniture,East,345,277,53,273.24,97.02,5,Snowy,1,100.59,Winter,2023,10,31,1,44,0,329.0,4.0,200.0,55.0,158.57142857142858,117.26666666666667
2023-11-01,S003,P0004,Groceries,East,95,13,72,17.42,36.52,10,Cloudy,0,37.03,Summer,2023,11,1,2,44,0,277.0,302.0,18.0,50.0,197.57142857142858,124.66666666666667
2023-11-02,S003,P0004,Groceries,West,297,39,167,49.29,65.92,0,Rainy,1,68.38,Autumn,2023,11,2,3,44,0,13.0,196.0,382.0,61.0,156.28571428571428,123.43333333333334
2023-11-03,S003,P0004,Furniture,West,424,87,153,100.49,13.68,15,Snowy,0,17.62,Summer,2023,11,3,4,44,0,39.0,113.0,83.0,68.0,133.85714285714286,122.7
2023-11-04,S003,P0004,Clothing,West,209,15,129,33.79,31.75,5,Sunny,0,27.06,Spring,2023,11,4,5,44,1,87.0,13.0,2.0,149.0,130.14285714285714,123.33333333333333
2023-11-05,S003,P0004,Groceries,South,225,61,24,61.63,54.11,15,Rainy,0,52.1,Winter,2023,11,5,6,44,1,15.0,153.0,80.0,287.0,130.42857142857142,118.86666666666666
2023-11-06,S003,P0004,Groceries,East,247,91,117,99.23,35.61,5,Rainy,1,34.35,Spring,2023,11,6,0,45,0,61.0,329.0,41.0,59.0,117.28571428571429,111.33333333333333
2023-11-07,S003,P0004,Electronics,North,492,256,77,260.23,94.68,0,Sunny,0,96.08,Summer,2023,11,7,1,45,0,91.0,277.0,4.0,73.0,83.28571428571429,112.4
2023-11-08,S003,P0004,Clothing,North,165,2,174,1.94,49.63,10,Cloudy,0,50.33,Summer,2023,11,8,2,45,0,256.0,13.0,302.0,91.0,80.28571428571429,118.5
2023-11-09,S003,P0004,Clothing,South,91,11,143,12.22,34.0,15,Rainy,1,34.42,Spring,2023,11,9,3,45,0,2.0,39.0,196.0,36.0,78.71428571428571,115.53333333333333
2023-11-10,S003,P0004,Clothing,North,491,275,126,269.65,16.34,10,Sunny,1,14.79,Summer,2023,11,10,4,45,0,11.0,87.0,113.0,115.0,74.71428571428571,114.7
2023-11-11,S003,P0004,Groceries,East,86,45,184,45.08,48.35,10,Rainy,1,51.79,Summer,2023,11,11,5,45,1,275.0,15.0,13.0,279.0,101.57142857142857,120.03333333333333
2023-11-12,S003,P0004,Clothing,East,391,174,136,185.72,36.85,20,Cloudy,0,36.93,Spring,2023,11,12,6,45,1,45.0,61.0,153.0,61.0,105.85714285714286,112.23333333333333
2023-11-13,S003,P0004,Furniture,North,282,261,114,273.35,10.47,20,Cloudy,0,5.56,Spring,2023,11,13,0,46,0,174.0,91.0,329.0,25.0,122.0,116.0
2023-11-14,S003,P0004,Toys,East,288,202,105,194.75,60.81,20,Sunny,0,58.32,Autumn,2023,11,14,1,46,0,261.0,256.0,277.0,53.0,146.28571428571428,123.86666666666666
2023-11-15,S003,P0004,Groceries,South,216,12,135,22.1,55.24,0,Snowy,0,58.81,Winter,2023,11,15,2,46,0,202.0,2.0,13.0,140.0,138.57142857142858,128.83333333333334
2023-11-16,S003,P0004,Electronics,North,254,32,57,27.03,26.28,20,Sunny,0,25.36,Spring,2023,11,16,3,46,0,12.0,11.0,39.0,200.0,140.0,124.56666666666666
2023-11-17,S003,P0004,Toys,West,99,47,169,55.22,83.55,5,Snowy,1,82.9,Autumn,2023,11,17,4,46,0,32.0,275.0,87.0,18.0,143.0,118.96666666666667
2023-11-18,S003,P0004,Toys,West,96,42,42,39.48,25.75,10,Sunny,0,22.71,Spring,2023,11,18,5,46,1,47.0,45.0,15.0,382.0,110.42857142857143,119.93333333333334
2023-11-19,S003,P0004,Furniture,West,211,173,176,167.19,23.0,20,Cloudy,0,23.04,Winter,2023,11,19,6,46,1,42.0,174.0,61.0,83.0,110.0,108.6
2023-11-20,S003,P0004,Furniture,East,189,107,177,126.86,55.88,20,Rainy,1,58.43,Summer,2023,11,20,0,47,0,173.0,261.0,91.0,2.0,109.85714285714286,111.6
2023-11-21,S003,P0004,Furniture,North,97,28,89,35.32,41.24,15,Sunny,0,41.86,Autumn,2023,11,21,1,47,0,107.0,202.0,256.0,80.0,87.85714285714286,115.1
2023-11-22,S003,P0004,Groceries,West,300,123,134,131.17,22.4,0,Cloudy,0,20.92,Spring,2023,11,22,2,47,0,28.0,12.0,2.0,41.0,63.0,113.36666666666666
2023-11-23,S003,P0004,Electronics,West,406,62,69,69.5,65.64,20,Cloudy,1,63.4,Autumn,2023,11,23,3,47,0,123.0,32.0,11.0,4.0,78.85714285714286,116.1
2023-11-24,S003,P0004,Electronics,South,280,123,115,116.97,93.64,0,Snowy,1,97.7,Summer,2023,11,24,4,47,0,62.0,47.0,275.0,302.0,83.14285714285714,118.03333333333333
2023-11-25,S003,P0004,Toys,South,252,19,154,28.58,77.65,10,Cloudy,0,78.52,Summer,2023,11,25,5,47,1,123.0,42.0,45.0,196.0,94.0,112.06666666666666
2023-11-26,S003,P0004,Groceries,North,222,33,194,51.62,80.35,15,Sunny,1,81.27,Summer,2023,11,26,6,47,1,19.0,173.0,174.0,113.0,90.71428571428571,106.16666666666667
2023-11-27,S003,P0004,Furniture,East,382,344,104,351.53,95.44,5,Cloudy,1,91.91,Spring,2023,11,27,0,48,0,33.0,107.0,261.0,13.0,70.71428571428571,103.5
2023-11-28,S003,P0004,Toys,North,175,100,45,102.85,51.62,15,Cloudy,1,48.74,Winter,2023,11,28,1,48,0,344.0,28.0,202.0,153.0,104.57142857142857,114.53333333333333
2023-11-29,S003,P0004,Furniture,North,454,221,124,234.34,61.8,0,Rainy,0,60.15,Winter,2023,11,29,2,48,0,100.0,123.0,12.0,329.0,114.85714285714286,112.76666666666667
2023-11-30,S003,P0004,Clothing,East,90,72,20,72.98,23.55,20,Sunny,1,19.87,Summer,2023,11,30,3,48,0,221.0,62.0,32.0,277.0,128.85714285714286,109.16666666666667
2023-12-01,S003,P0004,Electronics,North,122,79,104,81.23,42.67,20,Rainy,1,39.94,Autumn,2023,12,1,4,48,0,72.0,123.0,47.0,13.0,130.28571428571428,102.33333333333333
2023-12-02,S003,P0004,Clothing,North,365,78,107,95.86,96.08,20,Rainy,0,92.91,Summer,2023,12,2,5,48,1,79.0,19.0,42.0,39.0,124.0,104.53333333333333
2023-12-03,S003,P0004,Electronics,West,458,418,100,410.16,21.66,20,Cloudy,0,22.67,Spring,2023,12,3,6,48,1,78.0,33.0,173.0,87.0,132.42857142857142,105.83333333333333
2023-12-04,S003,P0004,Furniture,West,123,53,22,70.88,74.9,0,Cloudy,0,72.63,Winter,2023,12,4,0,49,0,418.0,344.0,107.0,15.0,187.42857142857142,116.86666666666666
2023-12-05,S003,P0004,Groceries,West,66,32,184,41.02,87.05,20,Snowy,0,84.51,Autumn,2023,12,5,1,49,0,53.0,100.0,28.0,61.0,145.85714285714286,118.13333333333334
2023-12-06,S003,P0004,Toys,East,234,86,62,81.99,72.75,20,Snowy,0,74.2,Autumn,2023,12,6,2,49,0,32.0,221.0,123.0,91.0,136.14285714285714,117.16666666666667
2023-12-07,S003,P0004,Toys,East,424,231,105,231.41,13.73,0,Cloudy,1,16.07,Winter,2023,12,7,3,49,0,86.0,72.0,62.0,256.0,116.85714285714286,117.0
2023-12-08,S003,P0004,Clothing,West,183,31,182,47.58,77.59,15,Cloudy,0,74.25,Summer,2023,12,8,4,49,0,231.0,79.0,123.0,2.0,139.57142857142858,116.16666666666667
2023-12-09,S003,P0004,Clothing,South,188,29,86,19.31,41.46,20,Rainy,0,42.93,Summer,2023,12,9,5,49,1,31.0,78.0,19.0,11.0,132.71428571428572,117.13333333333334
2023-12-10,S003,P0004,Toys,North,463,341,59,337.43,47.58,10,Sunny,0,48.01,Spring,2023,12,10,6,49,1,29.0,418.0,33.0,275.0,125.71428571428571,117.73333333333333
2023-12-11,S003,P0004,Electronics,West,194,13,139,14.12,26.41,10,Cloudy,0,24.28,Summer,2023,12,11,0,50,0,341.0,53.0,344.0,45.0,114.71428571428571,119.93333333333334
2023-12-12,S003,P0004,Clothing,North,485,154,62,173.43,62.73,0,Sunny,1,62.8,Winter,2023,12,12,1,50,0,13.0,32.0,100.0,174.0,109.0,118.86666666666666
2023-12-13,S003,P0004,Groceries,North,388,177,107,193.35,56.45,0,Snowy,1,60.99,Summer,2023,12,13,2,50,0,154.0,86.0,221.0,261.0,126.42857142857143,118.2
2023-12-14,S003,P0004,Electronics,South,291,240,58,230.96,27.21,5,Snowy,1,25.77,Autumn,2023,12,14,3,50,0,177.0,231.0,72.0,202.0,139.42857142857142,115.4
2023-12-15,S003,P0004,Electronics,South,151,34,184,47.64,76.48,10,Snowy,1,73.69,Winter,2023,12,15,4,50,0,240.0,31.0,79.0,12.0,140.71428571428572,116.66666666666667
2023-12-16,S003,P0004,Electronics,West,66,66,182,80.66,40.34,15,Cloudy,1,41.58,Winter,2023,12,16,5,50,1,34.0,29.0,78.0,32.0,141.14285714285714,117.4
2023-12-17,S003,P0004,Electronics,South,327,125,151,138.81,43.93,5,Sunny,1,40.37,Summer,2023,12,17,6,50,1,66.0,341.0,418.0,47.0,146.42857142857142,118.53333333333333
2023-12-18,S003,P0004,Clothing,South,344,116,91,135.31,25.25,20,Rainy,0,29.74,Spring,2023,12,18,0,51,0,125.0,13.0,53.0,42.0,115.57142857142857,121.13333333333334
2023-12-19,S003,P0004,Groceries,West,452,237,33,230.72,44.64,20,Snowy,1,49.34,Spring,2023,12,19,1,51,0,116.0,154.0,32.0,173.0,130.28571428571428,123.6
2023-12-20,S003,P0004,Clothing,West,74,27,79,37.04,31.89,20,Snowy,1,29.36,Summer,2023,12,20,2,51,0,237.0,177.0,86.0,107.0,142.14285714285714,125.73333333333333
2023-12-21,S003,P0004,Toys,West,428,191,101,209.09,88.09,15,Sunny,1,84.68,Spring,2023,12,21,3,51,0,27.0,240.0,231.0,28.0,120.71428571428571,123.06666666666666
2023-12-22,S003,P0004,Furniture,West,161,161,100,172.91,16.66,20,Rainy,0,15.15,Spring,2023,12,22,4,51,0,191.0,34.0,31.0,123.0,113.71428571428571,128.5
2023-12-23,S003,P0004,Toys,North,348,287,60,302.51,45.1,20,Cloudy,1,44.33,Autumn,2023,12,23,5,51,1,161.0,66.0,29.0,62.0,131.85714285714286,129.76666666666668
2023-12-24,S003,P0004,Toys,North,52,22,196,30.11,75.34,0,Sunny,1,75.82,Winter,2023,12,24,6,51,1,287.0,125.0,341.0,123.0,163.42857142857142,137.26666666666668
2023-12-25,S003,P0004,Toys,West,225,208,106,222.91,86.1,20,Sunny,0,87.1,Spring,2023,12,25,0,52,0,22.0,116.0,13.0,19.0,148.71428571428572,133.9
2023-12-26,S003,P0004,Electronics,South,285,209,97,228.29,50.46,0,Sunny,0,51.79,Spring,2023,12,26,1,52,0,208.0,237.0,154.0,33.0,161.85714285714286,140.2
2023-12-27,S003,P0004,Toys,North,82,12,79,30.69,51.16,10,Cloudy,1,55.77,Winter,2023,12,27,2,52,0,209.0,27.0,177.0,344.0,157.85714285714286,146.06666666666666
2023-12-28,S003,P0004,Groceries,North,354,332,65,335.86,79.4,15,Cloudy,0,74.73,Spring,2023,12,28,3,52,0,12.0,191.0,240.0,100.0,155.71428571428572,135.0
2023-12-29,S003,P0004,Groceries,North,249,154,186,166.69,25.83,5,Snowy,0,22.28,Summer,2023,12,29,4,52,0,332.0,161.0,34.0,221.0,175.85714285714286,142.73333333333332
2023-12-30,S003,P0004,Groceries,West,271,157,186,167.12,83.64,20,Sunny,0,79.27,Winter,2023,12,30,5,52,1,154.0,287.0,66.0,72.0,174.85714285714286,140.5
2023-12-31,S003,P0004,Clothing,East,174,165,66,171.61,31.5,5,Cloudy,1,33.78,Winter,2023,12,31,6,52,1,157.0,22.0,125.0,79.0,156.28571428571428,143.33333333333334
2024-01-01,S003,P0004,Groceries,North,415,36,79,54.9,72.75,20,Rainy,1,72.2,Winter,2024,1,1,0,1,0,165.0,208.0,116.0,78.0,176.71428571428572,146.2
2022-01-31,S003,P0005,Groceries,West,338,159,140,154.91,39.75,10,Rainy,1,37.8,Spring,2022,1,31,0,5,0,100.0,72.0,338.0,325.0,115.85714285714286,167.9
2022-02-01,S003,P0005,Clothing,East,142,94,157,110.14,99.16,0,Sunny,0,102.06,Summer,2022,2,1,1,5,0,159.0,22.0,46.0,282.0,128.28571428571428,162.36666666666667
2022-02-02,S003,P0005,Groceries,South,278,11,196,22.97,51.64,10,Sunny,0,56.6,Winter,2022,2,2,2,5,0,94.0,286.0,68.0,147.0,138.57142857142858,156.1
2022-02-03,S003,P0005,Electronics,South,464,175,74,180.4,17.54,20,Rainy,1,16.8,Winter,2022,2,3,3,5,0,11.0,11.0,306.0,2.0,99.28571428571429,151.56666666666666
2022-02-04,S003,P0005,Furniture,South,468,404,105,410.84,19.95,20,Snowy,1,20.56,Spring,2022,2,4,4,5,0,175.0,225.0,387.0,77.0,122.71428571428571,157.33333333333334
2022-02-05,S003,P0005,Groceries,North,60,54,168,51.68,44.97,5,Snowy,0,43.52,Spring,2022,2,5,5,5,1,404.0,95.0,324.0,243.0,148.28571428571428,168.23333333333332
2022-02-06,S003,P0005,Electronics,West,252,77,122,87.26,40.97,5,Sunny,0,39.39,Autumn,2022,2,6,6,5,1,54.0,100.0,146.0,298.0,142.42857142857142,161.93333333333334
2022-02-07,S003,P0005,Clothing,East,121,10,69,19.48,63.24,5,Sunny,1,58.75,Summer,2022,2,7,0,6,0,77.0,159.0,72.0,271.0,139.14285714285714,154.56666666666666
2022-02-08,S003,P0005,Electronics,South,347,330,101,325.42,47.53,0,Snowy,1,44.32,Winter,2022,2,8,1,6,0,10.0,94.0,22.0,4.0,117.85714285714286,145.86666666666667
2022-02-09,S003,P0005,Toys,West,320,164,41,183.5,31.83,15,Rainy,0,36.36,Autumn,2022,2,9,2,6,0,330.0,11.0,286.0,248.0,151.57142857142858,156.73333333333332
2022-02-10,S003,P0005,Clothing,West,192,116,69,111.17,40.24,0,Snowy,0,36.67,Autumn,2022,2,10,3,6,0,164.0,175.0,11.0,94.0,173.42857142857142,153.93333333333334
2022-02-11,S003,P0005,Furniture,South,354,201,127,214.8,93.57,20,Cloudy,1,92.42,Autumn,2022,2,11,4,6,0,116.0,404.0,225.0,99.0,165.0,154.66666666666666
2022-02-12,S003,P0005,Furniture,South,259,257,151,248.87,93.09,20,Sunny,1,90.07,Summer,2022,2,12,5,6,1,201.0,54.0,95.0,182.0,136.0,158.06666666666666
2022-02-13,S003,P0005,Clothing,South,190,91,62,90.85,54.84,20,Cloudy,1,57.38,Winter,2022,2,13,6,6,1,257.0,77.0,100.0,182.0,165.0,160.56666666666666
2022-02-14,S003,P0005,Groceries,East,369,302,147,307.62,33.41,0,Rainy,0,35.83,Spring,2022,2,14,0,7,0,91.0,10.0,159.0,118.0,167.0,157.53333333333333
2022-02-15,S003,P0005,Furniture,East,367,255,177,250.02,41.91,10,Rainy,1,43.37,Summer,2022,2,15,1,7,0,302.0,330.0,94.0,39.0,208.71428571428572,163.66666666666666
2022-02-16,S003,P0005,Toys,West,384,68,45,77.85,64.03,0,Snowy,0,60.79,Autumn,2022,2,16,2,7,0,255.0,164.0,11.0,338.0,198.0,170.86666666666667
2022-02-17,S003,P0005,Furniture,West,213,82,24,93.61,40.72,15,Rainy,1,39.04,Spring,2022,2,17,3,7,0,68.0,116.0,175.0,46.0,184.28571428571428,161.86666666666667
2022-02-18,S003,P0005,Groceries,West,486,270,41,285.72,82.54,5,Snowy,1,79.73,Winter,2022,2,18,4,7,0,82.0,201.0,404.0,68.0,179.42857142857142,163.06666666666666
2022-02-19,S003,P0005,Groceries,South,342,204,54,212.33,24.84,10,Rainy,1,25.26,Spring,2022,2,19,5,7,1,270.0,257.0,54.0,306.0,189.28571428571428,169.8
2022-02-20,S003,P0005,Groceries,West,270,239,90,240.4,40.86,15,Rainy,0,43.03,Winter,2022,2,20,6,7,1,204.0,91.0,77.0,387.0,181.71428571428572,166.4
2022-02-21,S003,P0005,Toys,South,357,291,26,286.24,91.62,0,Snowy,0,93.12,Spring,2022,2,21,0,8,0,239.0,302.0,10.0,324.0,202.85714285714286,161.46666666666667
2022-02-22,S003,P0005,Toys,North,341,177,82,192.72,95.52,10,Sunny,0,100.29,Summer,2022,2,22,1,8,0,291.0,255.0,330.0,146.0,201.28571428571428,160.36666666666667
2022-02-23,S003,P0005,Clothing,East,275,170,111,187.41,78.6,5,Rainy,1,83.03,Summer,2022,2,23,2,8,0,177.0,68.0,164.0,72.0,190.14285714285714,161.4
2022-02-24,S003,P0005,Groceries,South,59,33,171,43.43,40.54,10,Sunny,0,36.86,Spring,2022,2,24,3,8,0,170.0,82.0,116.0,22.0,204.71428571428572,164.66666666666666
2022-02-25,S003,P0005,Electronics,North,186,175,93,169.12,63.68,20,Snowy,0,68.53,Winter,2022,2,25,4,8,0,33.0,270.0,201.0,286.0,197.71428571428572,165.03333333333333
2022-02-26,S003,P0005,Furniture,West,347,146,37,143.56,25.17,0,Sunny,1,20.23,Winter,2022,2,26,5,8,1,175.0,204.0,257.0,11.0,184.14285714285714,161.33333333333334
2022-02-27,S003,P0005,Electronics,North,372,183,87,201.28,78.9,15,Sunny,0,75.61,Winter,2022,2,27,6,8,1,146.0,239.0,91.0,225.0,175.85714285714286,165.83333333333334
2022-02-28,S003,P0005,Toys,North,391,120,154,122.12,50.97,5,Rainy,1,50.94,Summer,2022,2,28,0,9,0,183.0,291.0,302.0,95.0,167.85714285714286,164.43333333333334
2022-03-01,S003,P0005,Furniture,East,375,157,88,158.78,30.17,15,Snowy,0,26.7,Spring,2022,3,1,1,9,0,120.0,177.0,255.0,100.0,143.42857142857142,165.26666666666668
2022-03-02,S003,P0005,Electronics,West,108,18,166,36.93,82.26,20,Cloudy,1,85.67,Spring,2022,3,2,2,9,0,157.0,170.0,68.0,159.0,140.57142857142858,167.16666666666666
2022-03-03,S003,P0005,Clothing,North,136,19,135,26.23,41.21,10,Snowy,1,45.24,Spring,2022,3,3,3,9,0,18.0,33.0,82.0,94.0,118.85714285714286,162.46666666666667
2022-03-04,S003,P0005,Groceries,East,287,261,63,257.79,89.96,15,Cloudy,1,87.77,Autumn,2022,3,4,4,9,0,19.0,175.0,270.0,11.0,116.85714285714286,159.96666666666667
2022-03-05,S003,P0005,Groceries,West,178,98,181,94.41,82.19,20,Snowy,0,81.01,Spring,2022,3,5,5,9,1,261.0,146.0,204.0,175.0,129.14285714285714,168.3
2022-03-06,S003,P0005,Electronics,South,402,362,128,366.75,69.14,5,Cloudy,1,68.65,Winter,2022,3,6,6,9,1,98.0,183.0,239.0,404.0,122.28571428571429,165.73333333333332
2022-03-07,S003,P0005,Groceries,East,140,31,25,45.51,90.18,0,Sunny,0,86.0,Winter,2022,3,7,0,10,0,362.0,120.0,291.0,54.0,147.85714285714286,164.33333333333334
2022-03-08,S003,P0005,Clothing,West,444,372,124,363.37,61.65,0,Snowy,0,64.49,Summer,2022,3,8,1,10,0,31.0,157.0,177.0,77.0,135.14285714285714,163.56666666666666
2022-03-09,S003,P0005,Furniture,East,388,173,75,167.26,55.63,10,Sunny,0,58.0,Spring,2022,3,9,2,10,0,372.0,18.0,170.0,10.0,165.85714285714286,173.4
2022-03-10,S003,P0005,Electronics,West,202,197,124,187.73,18.09,15,Rainy,1,13.31,Spring,2022,3,10,3,10,0,173.0,19.0,33.0,330.0,188.0,178.83333333333334
2022-03-11,S003,P0005,Groceries,South,194,112,97,108.47,60.46,0,Rainy,0,59.97,Winter,2022,3,11,4,10,0,197.0,261.0,175.0,164.0,213.42857142857142,174.4
2022-03-12,S003,P0005,Toys,North,214,28,143,30.67,63.89,10,Snowy,0,61.88,Winter,2022,3,12,5,10,1,112.0,98.0,146.0,116.0,192.14285714285714,172.66666666666666
2022-03-13,S003,P0005,Groceries,East,165,73,162,89.42,83.32,15,Cloudy,1,83.88,Summer,2022,3,13,6,10,1,28.0,362.0,183.0,201.0,182.14285714285714,169.73333333333332
2022-03-14,S003,P0005,Toys,North,150,85,103,100.9,62.92,20,Rainy,0,59.88,Winter,2022,3,14,0,11,0,73.0,31.0,120.0,257.0,140.85714285714286,165.46666666666667
2022-03-15,S003,P0005,Groceries,South,393,135,179,125.29,65.88,15,Sunny,0,68.79,Summer,2022,3,15,1,11,0,85.0,372.0,157.0,91.0,148.57142857142858,159.73333333333332
2022-03-16,S003,P0005,Groceries,East,398,382,125,382.73,54.32,0,Snowy,0,51.09,Spring,2022,3,16,2,11,0,135.0,173.0,18.0,302.0,114.71428571428571,161.2
2022-03-17,S003,P0005,Electronics,West,438,42,82,37.38,74.8,0,Snowy,1,79.23,Winter,2022,3,17,3,11,0,382.0,197.0,19.0,255.0,144.57142857142858,163.86666666666667
2022-03-18,S003,P0005,Clothing,South,209,94,61,87.1,81.19,0,Snowy,0,83.85,Winter,2022,3,18,4,11,0,42.0,112.0,261.0,68.0,122.42857142857143,156.76666666666668
2022-03-19,S003,P0005,Furniture,South,256,66,185,58.87,29.39,15,Sunny,0,31.42,Winter,2022,3,19,5,11,1,94.0,28.0,98.0,82.0,119.85714285714286,157.63333333333333
2022-03-20,S003,P0005,Groceries,West,162,17,88,22.7,33.66,15,Sunny,1,33.06,Summer,2022,3,20,6,11,1,66.0,73.0,362.0,270.0,125.28571428571429,157.1
2022-03-21,S003,P0005,Toys,West,340,213,107,227.08,44.31,20,Rainy,0,43.08,Summer,2022,3,21,0,12,0,17.0,85.0,31.0,204.0,117.28571428571429,148.66666666666666
2022-03-22,S003,P0005,Toys,South,233,88,46,90.87,15.12,20,Rainy,1,12.78,Winter,2022,3,22,1,12,0,213.0,135.0,372.0,239.0,135.57142857142858,148.96666666666667
2022-03-23,S003,P0005,Toys,West,146,112,166,123.11,57.08,10,Snowy,1,57.7,Winter,2022,3,23,2,12,0,88.0,382.0,173.0,291.0,128.85714285714286,143.93333333333334
2022-03-24,S003,P0005,Electronics,North,126,117,64,115.6,16.18,0,Cloudy,0,17.52,Spring,2022,3,24,3,12,0,112.0,42.0,197.0,177.0,90.28571428571429,137.96666666666667
2022-03-25,S003,P0005,Groceries,South,496,324,29,338.77,62.58,5,Sunny,1,66.28,Spring,2022,3,25,4,12,0,117.0,94.0,112.0,170.0,101.0,135.96666666666667
2022-03-26,S003,P0005,Furniture,West,185,65,127,82.01,63.51,10,Sunny,1,60.6,Summer,2022,3,26,5,12,1,324.0,66.0,28.0,33.0,133.85714285714286,141.1
